codigo_producto,fecha,hora,cantidad_vendida,precio,canal,promocion
PROD003,2025-10-02,08:52,1,239.49,telefono,sin_promocion
PROD011,2025-10-02,09:25,1,518.82,telefono,sin_promocion
PROD007,2025-10-02,09:36,6,60.29,telefono,sin_promocion
PROD004,2025-10-02,09:38,3,173.53,tienda,sin_promocion
PROD011,2025-10-02,09:49,1,516.22,telefono,sin_promocion
PROD009,2025-10-02,10:07,1,493.22,telefono,sin_promocion
PROD002,2025-10-02,10:18,1,77.99,tienda,sin_promocion
PROD014,2025-10-02,10:33,2,48.03,tienda,sin_promocion
PROD007,2025-10-02,10:47,1,66.97,tienda,sin_promocion
PROD003,2025-10-02,10:54,1,215.08,tienda,sin_promocion
PROD004,2025-10-02,10:59,1,193.16,tienda,sin_promocion
PROD003,2025-10-02,11:33,1,227.2,tienda,2x1
PROD005,2025-10-02,12:01,2,353.36,tienda,sin_promocion
PROD013,2025-10-02,12:17,1,394.72,tienda,sin_promocion
PROD007,2025-10-02,12:24,1,70.86,tienda,sin_promocion
PROD002,2025-10-02,12:36,9,82.75,online,sin_promocion
PROD014,2025-10-02,13:52,9,46.81,tienda,sin_promocion
PROD002,2025-10-02,13:55,3,80.3,tienda,sin_promocion
PROD005,2025-10-02,14:04,2,351.95,tienda,sin_promocion
PROD014,2025-10-02,14:36,1,41.63,tienda,sin_promocion
PROD002,2025-10-02,15:41,1,87.42,tienda,sin_promocion
PROD002,2025-10-02,16:57,4,87.9,telefono,sin_promocion
PROD005,2025-10-02,17:06,1,324.16,telefono,sin_promocion
PROD004,2025-10-02,17:09,6,191.8,tienda,sin_promocion
PROD004,2025-10-02,17:40,1,191.83,tienda,sin_promocion
PROD007,2025-10-03,07:04,4,62.01,tienda,sin_promocion
PROD008,2025-10-03,07:33,1,126.07,tienda,sin_promocion
PROD007,2025-10-03,08:26,6,69.18,tienda,sin_promocion
PROD003,2025-10-03,08:34,3,206.97,tienda,sin_promocion
PROD002,2025-10-03,08:42,1,90.44,tienda,sin_promocion
PROD014,2025-10-03,09:21,1,48.73,tienda,sin_promocion
PROD009,2025-10-03,09:24,2,456.08,tienda,sin_promocion
PROD013,2025-10-03,10:04,1,369.9,tienda,sin_promocion
PROD012,2025-10-03,10:05,1,183.52,tienda,sin_promocion
PROD001,2025-10-03,10:11,5,160.86,telefono,combo
PROD001,2025-10-03,10:32,1,143.96,online,sin_promocion
PROD001,2025-10-03,10:36,1,141.19,tienda,sin_promocion
PROD015,2025-10-03,10:59,9,59.56,tienda,sin_promocion
PROD008,2025-10-03,11:24,1,141.75,telefono,15%_desc
PROD003,2025-10-03,11:37,1,213.8,tienda,sin_promocion
PROD001,2025-10-03,12:19,2,136.38,online,sin_promocion
PROD012,2025-10-03,12:43,1,175.3,telefono,sin_promocion
PROD011,2025-10-03,12:45,1,515.61,tienda,sin_promocion
PROD013,2025-10-03,13:25,1,343.06,tienda,sin_promocion
PROD013,2025-10-03,13:38,1,376.1,tienda,sin_promocion
PROD009,2025-10-03,14:30,4,458.31,tienda,sin_promocion
PROD014,2025-10-03,14:30,1,43.14,tienda,sin_promocion
PROD002,2025-10-03,14:44,1,81.82,online,sin_promocion
PROD013,2025-10-03,15:15,3,417.56,telefono,sin_promocion
PROD011,2025-10-03,15:33,1,565.93,online,sin_promocion
PROD003,2025-10-03,15:41,1,237.76,tienda,15%_desc
PROD009,2025-10-03,15:48,4,440.06,tienda,sin_promocion
PROD008,2025-10-03,15:49,1,124.1,online,sin_promocion
PROD015,2025-10-03,16:19,2,58.25,tienda,sin_promocion
PROD011,2025-10-03,17:26,1,548.14,telefono,sin_promocion
PROD015,2025-10-04,07:12,7,60.84,online,sin_promocion
PROD001,2025-10-04,09:34,1,159.35,tienda,sin_promocion
PROD006,2025-10-04,09:43,1,95.98,online,sin_promocion
PROD014,2025-10-04,09:52,1,42.39,tienda,sin_promocion
PROD008,2025-10-04,10:02,1,120.32,tienda,sin_promocion
PROD007,2025-10-04,10:04,4,70.74,tienda,sin_promocion
PROD005,2025-10-04,10:12,1,384.48,tienda,sin_promocion
PROD005,2025-10-04,10:17,1,384.33,online,sin_promocion
PROD006,2025-10-04,10:27,1,89.01,online,sin_promocion
PROD015,2025-10-04,10:34,1,61.89,online,sin_promocion
PROD012,2025-10-04,10:37,1,181.89,online,sin_promocion
PROD007,2025-10-04,11:02,2,66.13,online,sin_promocion
PROD010,2025-10-04,11:10,1,203.97,telefono,2x1
PROD014,2025-10-04,11:40,4,41.83,online,sin_promocion
PROD015,2025-10-04,11:40,2,63.79,telefono,sin_promocion
PROD001,2025-10-04,11:49,2,154.7,tienda,sin_promocion
PROD014,2025-10-04,12:05,1,49.02,online,sin_promocion
PROD004,2025-10-04,12:08,15,167.6,tienda,sin_promocion
PROD006,2025-10-04,12:20,1,102.51,tienda,15%_desc
PROD006,2025-10-04,13:15,1,97.85,tienda,sin_promocion
PROD015,2025-10-04,13:41,3,57.09,tienda,sin_promocion
PROD013,2025-10-04,13:54,1,358.75,telefono,sin_promocion
PROD010,2025-10-04,13:57,1,194.64,tienda,combo
PROD012,2025-10-04,14:31,1,181.46,online,sin_promocion
PROD003,2025-10-04,15:07,5,216.53,tienda,sin_promocion
PROD001,2025-10-04,15:12,1,137.54,tienda,sin_promocion
PROD015,2025-10-04,15:23,1,55.78,tienda,sin_promocion
PROD002,2025-10-04,15:26,1,89.15,online,sin_promocion
PROD006,2025-10-04,15:33,5,91.32,tienda,sin_promocion
PROD004,2025-10-04,15:44,2,170.9,telefono,sin_promocion
PROD002,2025-10-04,16:00,1,82.61,online,sin_promocion
PROD004,2025-10-04,16:15,11,184.23,telefono,sin_promocion
PROD015,2025-10-04,16:17,1,56.45,tienda,sin_promocion
PROD006,2025-10-04,16:41,2,86.48,tienda,sin_promocion
PROD004,2025-10-04,17:27,3,197.15,telefono,sin_promocion
PROD004,2025-10-04,17:32,9,188.14,telefono,sin_promocion
PROD012,2025-10-04,17:35,1,184.78,tienda,sin_promocion
PROD004,2025-10-05,07:00,8,194.84,tienda,sin_promocion
PROD008,2025-10-05,07:44,1,119.27,tienda,sin_promocion
PROD014,2025-10-05,09:18,1,41.5,tienda,sin_promocion
PROD002,2025-10-05,09:46,1,89.26,tienda,combo
PROD006,2025-10-05,10:18,1,92.29,tienda,2x1
PROD003,2025-10-05,10:34,2,230.39,tienda,sin_promocion
PROD003,2025-10-05,11:08,9,208.93,tienda,2x1
PROD011,2025-10-05,11:24,1,544.24,telefono,sin_promocion
PROD006,2025-10-05,11:27,1,95.58,tienda,sin_promocion
PROD004,2025-10-05,11:58,6,193.64,tienda,sin_promocion
PROD004,2025-10-05,12:01,6,191.7,tienda,sin_promocion
PROD007,2025-10-05,12:50,1,58.53,online,10%_desc
PROD008,2025-10-05,13:08,4,137.86,telefono,sin_promocion
PROD008,2025-10-05,13:08,6,140.94,tienda,sin_promocion
PROD008,2025-10-05,14:49,3,127.01,tienda,sin_promocion
PROD013,2025-10-05,15:09,5,400.17,tienda,15%_desc
PROD011,2025-10-05,15:15,1,489.92,tienda,sin_promocion
PROD008,2025-10-05,15:34,3,130.94,tienda,combo
PROD004,2025-10-05,15:52,1,167.87,tienda,sin_promocion
PROD015,2025-10-05,15:53,3,59.08,online,sin_promocion
PROD006,2025-10-05,16:39,1,101.03,tienda,combo
PROD007,2025-10-05,16:52,1,59.38,tienda,sin_promocion
PROD012,2025-10-05,16:53,1,178.29,tienda,10%_desc
PROD001,2025-10-05,17:43,1,153.23,tienda,10%_desc
PROD002,2025-10-06,07:03,3,81.85,online,15%_desc
PROD008,2025-10-06,07:36,3,129.69,tienda,sin_promocion
PROD003,2025-10-06,07:45,9,208.19,tienda,sin_promocion
PROD005,2025-10-06,07:51,2,316.05,telefono,sin_promocion
PROD011,2025-10-06,08:12,2,504.32,tienda,sin_promocion
PROD008,2025-10-06,08:28,3,126.54,telefono,sin_promocion
PROD001,2025-10-06,08:51,2,146.14,tienda,sin_promocion
PROD008,2025-10-06,09:09,1,139.18,tienda,sin_promocion
PROD011,2025-10-06,09:09,1,475.2,tienda,sin_promocion
PROD011,2025-10-06,09:42,1,560.88,tienda,combo
PROD014,2025-10-06,09:57,2,44.63,tienda,sin_promocion
PROD002,2025-10-06,10:20,1,89.28,telefono,sin_promocion
PROD002,2025-10-06,10:40,2,92.3,tienda,2x1
PROD009,2025-10-06,11:11,5,470.86,online,sin_promocion
PROD001,2025-10-06,11:47,1,141.36,tienda,sin_promocion
PROD001,2025-10-06,11:52,1,155.77,tienda,sin_promocion
PROD005,2025-10-06,13:15,2,329.62,tienda,10%_desc
PROD007,2025-10-06,13:20,2,60.71,tienda,15%_desc
PROD014,2025-10-06,13:42,5,49.38,online,sin_promocion
PROD013,2025-10-06,13:52,1,342.75,telefono,sin_promocion
PROD002,2025-10-06,14:57,2,89.1,tienda,sin_promocion
PROD001,2025-10-06,15:01,1,142.19,tienda,10%_desc
PROD011,2025-10-06,15:09,2,534.58,tienda,combo
PROD009,2025-10-06,15:42,1,413.42,tienda,sin_promocion
PROD011,2025-10-06,16:13,1,541.04,tienda,sin_promocion
PROD008,2025-10-06,16:16,7,142.64,online,sin_promocion
PROD008,2025-10-06,16:16,5,139.81,online,2x1
PROD003,2025-10-06,16:28,1,232.56,tienda,sin_promocion
PROD002,2025-10-06,16:30,3,86.47,online,sin_promocion
PROD011,2025-10-06,16:30,1,490.2,tienda,combo
PROD001,2025-10-06,16:45,1,141.82,online,sin_promocion
PROD014,2025-10-06,17:16,10,45.19,tienda,sin_promocion
PROD001,2025-10-07,07:02,1,141.56,online,sin_promocion
PROD013,2025-10-07,07:43,1,373.91,online,sin_promocion
PROD002,2025-10-07,07:59,1,79.49,tienda,sin_promocion
PROD015,2025-10-07,09:10,4,60.26,tienda,2x1
PROD012,2025-10-07,09:17,1,160.4,tienda,2x1
PROD012,2025-10-07,09:34,2,186.92,telefono,sin_promocion
PROD009,2025-10-07,10:05,4,407.31,tienda,sin_promocion
PROD004,2025-10-07,10:40,7,177.99,tienda,15%_desc
PROD008,2025-10-07,11:25,1,140.51,tienda,sin_promocion
PROD013,2025-10-07,11:25,1,349.65,telefono,sin_promocion
PROD009,2025-10-07,11:36,1,439.42,telefono,combo
PROD012,2025-10-07,12:06,1,162.46,tienda,sin_promocion
PROD002,2025-10-07,12:19,1,91.74,tienda,sin_promocion
PROD007,2025-10-07,12:21,1,60.72,tienda,sin_promocion
PROD002,2025-10-07,12:26,6,83.48,tienda,sin_promocion
PROD003,2025-10-07,13:05,4,226.58,tienda,sin_promocion
PROD009,2025-10-07,13:53,1,473.6,online,sin_promocion
PROD005,2025-10-07,14:17,1,376.57,tienda,sin_promocion
PROD004,2025-10-07,14:35,1,175.72,tienda,sin_promocion
PROD003,2025-10-07,14:40,3,210.46,tienda,sin_promocion
PROD013,2025-10-07,15:00,5,410.68,telefono,sin_promocion
PROD002,2025-10-07,16:13,1,92.69,online,sin_promocion
PROD008,2025-10-07,16:53,4,118.34,online,sin_promocion
PROD004,2025-10-07,17:26,3,194.69,tienda,sin_promocion
PROD007,2025-10-07,18:02,2,58.7,tienda,sin_promocion
PROD012,2025-10-08,07:53,1,170.59,tienda,2x1
PROD001,2025-10-08,07:55,1,145.95,online,10%_desc
PROD015,2025-10-08,09:42,1,61.77,online,sin_promocion
PROD001,2025-10-08,10:17,1,143.21,tienda,15%_desc
PROD010,2025-10-08,10:21,4,205.79,tienda,combo
PROD005,2025-10-08,10:28,6,326.71,tienda,sin_promocion
PROD014,2025-10-08,11:07,1,41.64,online,sin_promocion
PROD015,2025-10-08,11:49,1,62.77,tienda,sin_promocion
PROD013,2025-10-08,11:59,1,394.31,tienda,sin_promocion
PROD014,2025-10-08,12:40,3,44.52,tienda,sin_promocion
PROD002,2025-10-08,13:06,3,86.42,telefono,sin_promocion
PROD012,2025-10-08,13:31,1,178.93,tienda,sin_promocion
PROD005,2025-10-08,13:52,1,337.31,tienda,sin_promocion
PROD007,2025-10-08,13:57,1,61.52,tienda,sin_promocion
PROD008,2025-10-08,14:20,2,138.15,tienda,combo
PROD012,2025-10-08,14:55,1,181.57,tienda,sin_promocion
PROD008,2025-10-08,15:07,6,120.23,tienda,sin_promocion
PROD014,2025-10-08,15:21,5,46.69,telefono,sin_promocion
PROD007,2025-10-08,15:23,10,60.39,tienda,2x1
PROD001,2025-10-08,15:32,1,163.39,online,sin_promocion
PROD008,2025-10-08,16:01,8,133.74,online,sin_promocion
PROD007,2025-10-08,16:45,3,66.4,online,sin_promocion
PROD006,2025-10-08,17:25,1,86.07,tienda,sin_promocion
PROD004,2025-10-09,07:07,1,169.9,tienda,15%_desc
PROD009,2025-10-09,07:16,1,486.93,tienda,sin_promocion
PROD013,2025-10-09,08:16,1,352.47,online,sin_promocion
PROD001,2025-10-09,08:29,1,159.56,tienda,10%_desc
PROD014,2025-10-09,09:02,3,44.76,tienda,sin_promocion
PROD012,2025-10-09,09:18,1,186.39,tienda,sin_promocion
PROD005,2025-10-09,09:32,3,378.54,tienda,sin_promocion
PROD006,2025-10-09,09:36,1,98.42,tienda,sin_promocion
PROD005,2025-10-09,09:50,3,329.25,tienda,sin_promocion
PROD001,2025-10-09,10:14,1,162.5,tienda,sin_promocion
PROD002,2025-10-09,10:17,3,83.69,telefono,sin_promocion
PROD007,2025-10-09,10:19,1,68.95,tienda,sin_promocion
PROD008,2025-10-09,10:42,3,142.85,tienda,combo
PROD005,2025-10-09,11:20,3,362.7,tienda,sin_promocion
PROD006,2025-10-09,11:38,2,92.19,tienda,10%_desc
PROD014,2025-10-09,11:45,1,42.94,online,sin_promocion
PROD001,2025-10-09,12:48,1,163.33,telefono,sin_promocion
PROD003,2025-10-09,13:12,1,215.72,tienda,sin_promocion
PROD011,2025-10-09,13:18,2,479.46,tienda,sin_promocion
PROD009,2025-10-09,13:19,1,422.15,tienda,sin_promocion
PROD006,2025-10-09,14:21,2,85.9,online,sin_promocion
PROD008,2025-10-09,14:23,1,128.93,telefono,sin_promocion
PROD005,2025-10-09,14:25,6,342.5,tienda,sin_promocion
PROD009,2025-10-09,14:40,1,414.71,tienda,sin_promocion
PROD002,2025-10-09,14:56,1,78.32,tienda,combo
PROD003,2025-10-09,15:03,1,217.42,tienda,combo
PROD002,2025-10-09,15:22,1,81.01,online,combo
PROD008,2025-10-09,16:07,6,124.02,tienda,sin_promocion
PROD011,2025-10-09,16:39,1,526.05,tienda,sin_promocion
PROD013,2025-10-10,07:02,1,344.24,telefono,sin_promocion
PROD009,2025-10-10,07:27,1,418.16,tienda,10%_desc
PROD003,2025-10-10,07:49,1,216.52,telefono,sin_promocion
PROD007,2025-10-10,08:19,8,66.67,telefono,sin_promocion
PROD010,2025-10-10,08:22,1,216.1,tienda,sin_promocion
PROD003,2025-10-10,08:24,1,232.43,telefono,combo
PROD007,2025-10-10,08:30,1,58.82,tienda,sin_promocion
PROD007,2025-10-10,08:44,2,61.17,tienda,sin_promocion
PROD002,2025-10-10,09:16,1,78.81,tienda,sin_promocion
PROD015,2025-10-10,09:28,1,63.16,tienda,sin_promocion
PROD010,2025-10-10,09:29,1,196.68,tienda,combo
PROD009,2025-10-10,09:53,2,481.3,tienda,sin_promocion
PROD007,2025-10-10,10:07,6,59.37,tienda,sin_promocion
PROD004,2025-10-10,10:21,4,183.4,telefono,sin_promocion
PROD004,2025-10-10,10:29,5,191.07,online,sin_promocion
PROD014,2025-10-10,10:46,1,48.53,telefono,sin_promocion
PROD009,2025-10-10,11:30,2,448.24,tienda,combo
PROD013,2025-10-10,13:08,1,395.03,tienda,sin_promocion
PROD003,2025-10-10,13:29,1,213.58,tienda,sin_promocion
PROD010,2025-10-10,13:29,1,215.3,tienda,10%_desc
PROD015,2025-10-10,14:24,1,55.6,tienda,sin_promocion
PROD001,2025-10-10,14:58,1,144.06,tienda,sin_promocion
PROD014,2025-10-10,15:48,1,42.58,telefono,sin_promocion
PROD010,2025-10-10,16:02,1,205.8,online,sin_promocion
PROD003,2025-10-10,16:08,2,225.32,online,sin_promocion
PROD011,2025-10-10,16:29,1,542.38,telefono,sin_promocion
PROD013,2025-10-10,17:24,1,415.15,tienda,sin_promocion
PROD006,2025-10-11,07:08,3,100.37,tienda,10%_desc
PROD001,2025-10-11,07:12,4,157.26,tienda,sin_promocion
PROD012,2025-10-11,08:01,1,190.09,tienda,sin_promocion
PROD007,2025-10-11,08:18,2,59.47,tienda,sin_promocion
PROD012,2025-10-11,08:27,1,182.05,tienda,2x1
PROD010,2025-10-11,09:15,1,199.74,telefono,sin_promocion
PROD002,2025-10-11,09:36,3,90.57,tienda,sin_promocion
PROD009,2025-10-11,09:37,1,447.39,online,sin_promocion
PROD002,2025-10-11,10:13,2,77.07,tienda,combo
PROD013,2025-10-11,10:18,2,345.32,tienda,sin_promocion
PROD014,2025-10-11,10:44,1,44.46,telefono,sin_promocion
PROD006,2025-10-11,11:14,1,101.11,tienda,sin_promocion
PROD011,2025-10-11,11:17,1,543.23,tienda,sin_promocion
PROD013,2025-10-11,11:51,1,343.13,telefono,sin_promocion
PROD011,2025-10-11,12:04,2,566.79,tienda,sin_promocion
PROD012,2025-10-11,12:22,2,164.28,tienda,10%_desc
PROD002,2025-10-11,13:11,3,88.1,online,sin_promocion
PROD015,2025-10-11,13:19,3,63.93,tienda,sin_promocion
PROD015,2025-10-11,13:24,1,59.33,tienda,sin_promocion
PROD014,2025-10-11,13:47,6,45.48,tienda,sin_promocion
PROD014,2025-10-11,14:45,1,49.06,tienda,10%_desc
PROD013,2025-10-11,14:55,1,391.68,tienda,sin_promocion
PROD010,2025-10-11,15:56,3,210.59,tienda,sin_promocion
PROD013,2025-10-11,15:57,1,411.55,tienda,sin_promocion
PROD013,2025-10-11,16:30,3,391.98,telefono,10%_desc
PROD012,2025-10-11,16:43,1,181.43,tienda,sin_promocion
PROD014,2025-10-12,07:02,4,44.26,tienda,sin_promocion
PROD001,2025-10-12,07:34,1,157.89,online,sin_promocion
PROD014,2025-10-12,07:40,1,46.15,tienda,sin_promocion
PROD009,2025-10-12,08:04,1,471.49,tienda,sin_promocion
PROD002,2025-10-12,08:08,1,91.93,tienda,sin_promocion
PROD015,2025-10-12,08:56,1,57.6,tienda,sin_promocion
PROD003,2025-10-12,09:07,3,211.5,telefono,sin_promocion
PROD013,2025-10-12,09:28,1,409.55,tienda,10%_desc
PROD014,2025-10-12,09:33,1,48.21,telefono,2x1
PROD010,2025-10-12,10:09,1,215.82,tienda,sin_promocion
PROD004,2025-10-12,10:14,2,166.12,tienda,sin_promocion
PROD014,2025-10-12,10:16,20,44.73,tienda,sin_promocion
PROD011,2025-10-12,10:18,1,496.48,tienda,sin_promocion
PROD003,2025-10-12,10:28,1,198.39,tienda,sin_promocion
PROD008,2025-10-12,10:38,1,123.77,tienda,sin_promocion
PROD014,2025-10-12,10:59,1,46.85,tienda,sin_promocion
PROD007,2025-10-12,11:04,3,70.96,online,sin_promocion
PROD005,2025-10-12,11:15,1,329.28,tienda,sin_promocion
PROD011,2025-10-12,11:27,1,521.99,tienda,sin_promocion
PROD004,2025-10-12,11:35,4,187.82,tienda,sin_promocion
PROD008,2025-10-12,11:36,3,129.85,online,sin_promocion
PROD001,2025-10-12,11:51,1,138.28,tienda,sin_promocion
PROD007,2025-10-12,12:06,1,66.42,telefono,sin_promocion
PROD013,2025-10-12,12:22,3,403.08,telefono,sin_promocion
PROD001,2025-10-12,12:27,1,152.18,tienda,sin_promocion
PROD012,2025-10-12,13:00,1,174.59,telefono,sin_promocion
PROD003,2025-10-12,13:03,1,223.5,tienda,sin_promocion
PROD007,2025-10-12,13:13,1,63.42,tienda,sin_promocion
PROD008,2025-10-12,13:14,1,131.8,telefono,10%_desc
PROD011,2025-10-12,13:18,1,501.57,tienda,sin_promocion
PROD001,2025-10-12,13:51,1,157.6,tienda,combo
PROD012,2025-10-12,13:59,1,165.61,tienda,10%_desc
PROD003,2025-10-12,14:21,1,223.13,tienda,sin_promocion
PROD015,2025-10-12,14:26,1,65.63,tienda,sin_promocion
PROD006,2025-10-12,14:30,3,103.41,tienda,15%_desc
PROD013,2025-10-12,14:33,1,351.59,tienda,sin_promocion
PROD007,2025-10-12,14:34,1,68.03,telefono,sin_promocion
PROD009,2025-10-12,14:44,4,455.12,telefono,15%_desc
PROD004,2025-10-12,14:49,4,190.32,tienda,sin_promocion
PROD005,2025-10-12,14:56,2,334.82,tienda,sin_promocion
PROD009,2025-10-12,15:16,1,473.9,telefono,sin_promocion
PROD007,2025-10-12,15:20,1,62.0,telefono,sin_promocion
PROD015,2025-10-12,15:38,1,58.29,tienda,2x1
PROD010,2025-10-12,15:48,1,199.08,tienda,sin_promocion
PROD009,2025-10-12,16:01,1,467.1,online,combo
PROD007,2025-10-12,16:14,1,64.43,telefono,10%_desc
PROD007,2025-10-12,16:23,1,59.54,tienda,15%_desc
PROD014,2025-10-12,16:40,2,47.12,telefono,15%_desc
PROD015,2025-10-12,16:42,1,55.36,telefono,sin_promocion
PROD011,2025-10-12,16:49,2,478.08,tienda,sin_promocion
PROD005,2025-10-12,17:34,2,365.28,tienda,sin_promocion
PROD007,2025-10-13,07:03,3,68.48,tienda,sin_promocion
PROD006,2025-10-13,07:24,1,85.83,tienda,sin_promocion
PROD004,2025-10-13,08:00,1,163.3,tienda,sin_promocion
PROD013,2025-10-13,08:10,1,381.85,telefono,combo
PROD006,2025-10-13,08:28,1,89.76,online,sin_promocion
PROD005,2025-10-13,09:04,1,320.17,telefono,sin_promocion
PROD005,2025-10-13,09:06,1,366.51,telefono,sin_promocion
PROD004,2025-10-13,09:41,14,163.77,tienda,sin_promocion
PROD013,2025-10-13,10:17,3,363.6,online,sin_promocion
PROD001,2025-10-13,10:19,2,148.43,tienda,sin_promocion
PROD013,2025-10-13,10:19,1,395.31,tienda,combo
PROD010,2025-10-13,10:27,1,207.97,tienda,sin_promocion
PROD006,2025-10-13,10:41,1,91.4,tienda,sin_promocion
PROD006,2025-10-13,11:55,1,103.4,tienda,combo
PROD014,2025-10-13,13:36,1,47.45,tienda,sin_promocion
PROD004,2025-10-13,13:47,1,166.45,telefono,sin_promocion
PROD013,2025-10-13,13:59,1,361.36,tienda,sin_promocion
PROD001,2025-10-13,14:03,2,151.87,tienda,sin_promocion
PROD002,2025-10-13,14:08,5,86.78,tienda,sin_promocion
PROD005,2025-10-13,14:27,10,350.86,tienda,sin_promocion
PROD004,2025-10-13,14:55,4,187.84,tienda,sin_promocion
PROD011,2025-10-13,14:55,1,569.08,tienda,sin_promocion
PROD004,2025-10-13,15:02,3,167.65,tienda,sin_promocion
PROD012,2025-10-13,15:33,2,168.78,online,sin_promocion
PROD001,2025-10-13,15:38,1,147.36,tienda,sin_promocion
PROD013,2025-10-13,15:38,1,353.89,tienda,sin_promocion
PROD007,2025-10-13,15:44,3,65.85,tienda,10%_desc
PROD014,2025-10-13,16:11,1,42.87,tienda,sin_promocion
PROD005,2025-10-13,16:24,7,335.39,tienda,sin_promocion
PROD001,2025-10-13,16:25,1,142.82,tienda,sin_promocion
PROD011,2025-10-13,17:08,2,545.9,tienda,sin_promocion
PROD010,2025-10-13,17:29,1,208.35,tienda,sin_promocion
PROD013,2025-10-13,17:33,1,387.94,tienda,sin_promocion
PROD007,2025-10-14,08:24,1,63.36,online,sin_promocion
PROD013,2025-10-14,08:44,1,380.42,tienda,sin_promocion
PROD002,2025-10-14,09:13,6,78.05,telefono,10%_desc
PROD003,2025-10-14,09:15,1,222.65,tienda,sin_promocion
PROD003,2025-10-14,09:35,1,237.59,telefono,sin_promocion
PROD007,2025-10-14,10:00,1,66.12,tienda,sin_promocion
PROD003,2025-10-14,10:08,4,220.52,tienda,sin_promocion
PROD013,2025-10-14,10:49,1,354.87,tienda,sin_promocion
PROD007,2025-10-14,11:38,11,62.05,tienda,sin_promocion
PROD008,2025-10-14,11:45,1,136.14,online,combo
PROD007,2025-10-14,12:31,5,60.76,telefono,sin_promocion
PROD014,2025-10-14,12:53,1,46.63,online,sin_promocion
PROD013,2025-10-14,13:05,1,350.84,tienda,sin_promocion
PROD011,2025-10-14,13:57,1,541.77,online,sin_promocion
PROD011,2025-10-14,14:26,1,555.12,telefono,10%_desc
PROD013,2025-10-14,14:35,2,368.65,tienda,sin_promocion
PROD010,2025-10-14,15:06,1,214.32,tienda,sin_promocion
PROD003,2025-10-14,15:33,4,201.44,tienda,sin_promocion
PROD003,2025-10-14,16:45,17,204.29,tienda,sin_promocion
PROD007,2025-10-14,17:17,5,66.63,online,sin_promocion
PROD005,2025-10-15,08:11,1,378.92,tienda,sin_promocion
PROD004,2025-10-15,08:20,1,187.25,tienda,sin_promocion
PROD004,2025-10-15,09:30,2,167.03,tienda,sin_promocion
PROD015,2025-10-15,09:49,5,56.82,tienda,sin_promocion
PROD001,2025-10-15,10:11,2,164.38,tienda,sin_promocion
PROD015,2025-10-15,11:21,1,58.61,tienda,sin_promocion
PROD015,2025-10-15,12:34,1,54.86,tienda,sin_promocion
PROD014,2025-10-15,12:42,2,43.5,online,sin_promocion
PROD014,2025-10-15,12:42,1,43.89,tienda,sin_promocion
PROD003,2025-10-15,13:22,1,226.42,telefono,sin_promocion
PROD014,2025-10-15,14:00,6,44.8,tienda,sin_promocion
PROD004,2025-10-15,14:05,2,180.48,tienda,sin_promocion
PROD005,2025-10-15,14:38,3,338.65,telefono,sin_promocion
PROD014,2025-10-15,14:48,1,48.92,tienda,sin_promocion
PROD014,2025-10-15,15:05,13,42.16,online,sin_promocion
PROD005,2025-10-15,15:37,1,355.32,tienda,sin_promocion
PROD015,2025-10-15,15:58,1,54.93,tienda,sin_promocion
PROD001,2025-10-15,16:11,1,143.37,tienda,sin_promocion
PROD010,2025-10-15,16:37,1,181.14,tienda,sin_promocion
PROD002,2025-10-15,16:53,5,87.23,telefono,combo
PROD014,2025-10-15,17:29,5,44.06,tienda,sin_promocion
PROD007,2025-10-16,07:21,2,70.56,telefono,sin_promocion
PROD008,2025-10-16,07:44,1,137.77,tienda,sin_promocion
PROD013,2025-10-16,08:06,1,372.08,tienda,15%_desc
PROD015,2025-10-16,08:54,1,64.96,tienda,sin_promocion
PROD009,2025-10-16,09:01,1,475.38,telefono,sin_promocion
PROD012,2025-10-16,09:09,3,179.37,tienda,sin_promocion
PROD014,2025-10-16,09:24,2,45.72,tienda,sin_promocion
PROD014,2025-10-16,09:42,1,48.46,online,sin_promocion
PROD010,2025-10-16,10:14,1,188.99,telefono,sin_promocion
PROD008,2025-10-16,10:17,6,130.04,tienda,sin_promocion
PROD015,2025-10-16,10:20,5,55.59,tienda,combo
PROD014,2025-10-16,10:25,1,43.1,tienda,sin_promocion
PROD015,2025-10-16,11:23,2,54.27,tienda,sin_promocion
PROD015,2025-10-16,11:38,1,60.85,tienda,10%_desc
PROD010,2025-10-16,11:43,1,195.6,tienda,sin_promocion
PROD008,2025-10-16,11:53,1,140.72,online,sin_promocion
PROD007,2025-10-16,12:02,1,59.49,tienda,2x1
PROD007,2025-10-16,13:22,1,71.13,telefono,sin_promocion
PROD001,2025-10-16,13:26,1,140.39,tienda,sin_promocion
PROD010,2025-10-16,13:37,1,196.83,tienda,sin_promocion
PROD013,2025-10-16,14:35,1,398.55,online,sin_promocion
PROD004,2025-10-16,14:55,1,186.29,tienda,sin_promocion
PROD011,2025-10-16,15:05,1,489.59,online,sin_promocion
PROD007,2025-10-16,15:15,4,60.78,tienda,10%_desc
PROD006,2025-10-16,15:16,1,93.59,telefono,sin_promocion
PROD010,2025-10-16,15:21,1,192.79,telefono,sin_promocion
PROD013,2025-10-16,15:35,1,373.05,telefono,sin_promocion
PROD002,2025-10-16,15:43,2,84.23,tienda,sin_promocion
PROD007,2025-10-16,16:01,1,64.31,tienda,2x1
